id,text,label,dataset,text_en,back_ne
yt_440,"रबि दाइ बास्तबमै रियल होरो हुनुन्छ यो देश को , दुख पर्दा अन्याय पर्दा भगवान हैन रबि दाइलाइ सम्झिन्छन नेपालि हरु ।",0,youtube,"Rabbi Dai is truly a real horror to this country, the suffering curtain on injustice curtain on God is not the Lord Rabbi Dai but the Nepalese people remember him.","रब्बी दाइ साँच्चै यो देशको लागि एउटा वास्तविक भय हो, भगवानमाथि अन्यायको पर्दामा दुःखको पर्दा प्रभु रब्बी दाइ होइन तर नेपाली जनताले उनलाई सम्झन्छन्।"
yt_984,नेपकौ केपि कुकुरलाइ गौलि हानुपरछ कुकुर डाकालाइ ।,0,youtube,Neppaku Kapi Doglai Gauli is a dog named after him.,Neppaku Kapi Doglai Gauli उनको नाममा नामकरण गरिएको कुकुर हो।
yt_1620,धन्यवाद सुशील सर चितवन जानू पर्यो ।,0,youtube,Thank you Sir Sushil Chithwan for knowing.,धन्यवाद सर सुशील चिथवान जान्नको लागि।
yt_342,"राजेश्वरी दाइ को बिचार उत्कृष्ट छ , पुण्य गौतम ले सरकारलाइ धेरै बोक्न जरुरी छैन ।",0,youtube,"The idea of Rajeshwari Dhai is excellent, the government does not have to bear much weight to Punya Gautam.","राजेश्वरी दाइको विचार उत्कृष्ट छ, सरकारले पुण्य गौतमलाई धेरै भार नलगाउनुपर्छ ।"
yt_1684,पत्रकार साथी ले एक चोटि दुई जना लाई सात मा राखेर कुरा सोधी दिन्नु पर्यो खास कुरा के हो ।,0,youtube,A journalist had to put two people in a row once to ask a colleague what was special.,एकपटक पत्रकारले दुई जनालाई पङ्क्तिबद्ध गरेर एकजना सहकर्मीलाई के विशेष छ भनेर सोध्नुपर्यो ।
yt_424,यी भ्रष्ट दलाली अनि माफिया राष्ट्रघाती नेता हरु का दिन गए ।,1,youtube,These corrupt gangs and mafia nationalistic leaders are dead.,यी भ्रष्ट गिरोह र माफिया राष्ट्रवादी नेताहरू मरेका छन्।
yt_879,साला डिआइजी जागिर खुस्किनु पर्ने रहेछ ।,0,youtube,The Sala Diazi job is going to be a busy one.,Sala Diazi काम व्यस्त हुनेछ।
yt_5,कुरा सही हाे प्र म भएर काम गरेर देखाउनु पर्याे नारायण मान ज्यू ।,0,youtube,To do the right thing and show it by doing it is a noble thing.,सही काम गर्नु र त्यसलाई प्रदर्शन गर्नु एउटा असल काम हो ।
yt_1319,यो बम दिदी बहिनी लाई नार् को टेस्ट गराउनु पर्छ सब ओकल्छन साचो कुरा !,0,youtube,This bombshell sister should get a test run on Nar!,यो बमशेल बहिनीले नारमा परीक्षण गर्नु पर्छ!
yt_1597,यो सुर्य पाठक लाई तह लगाउन त डाक्टर प्रेम सिंह बस्नेत ज्यु लाई बोलाए को भए हुन्थ्यो ।,0,youtube,"If this had been done to the Sunni reader, then Dr. Prem Singh would have called upon the living Jew.",यदि यो कुरा सुन्नी पाठकलाई गरिएको भए डा. प्रेम सिंहले जीवित यहूदीलाई बोलाउने थिए।
yt_364,द्वारिकालाल चौधरी मेयर साब ढकमगाउनु हुदैन हामी तपाई को साथ छौ तपाईं अलिकति पनि हतोत्साहित हुनु हुदैन यो हाम्रो सुझाब छ ।,0,youtube,"Dwarikalal Chaudhary, the Mayor of the city, is not to be discouraged.We are with you and you should not be discouraged.",शहरका मेयर द्वारिकालाल चौधरी निराश हुनै हुँदैनन्। हामी तपाईंसँगै छौं र तपाई निराश हुनु हुँदैन।
yt_1624,आज को कार्यक्रम अति मजा आयो तर कुराबुजियना सबै जना लाई यकैचोटी बोल्न दिनुभयन ।,0,youtube,"Today's event was a lot of fun, but the Kurubushina allowed everyone to speak in a single voice.","आजको कार्यक्रम रमाइलो थियो, तर कुरुबुशिनले सबैलाई एउटै आवाजमा बोल्न अनुमति दियो।"
yt_614,यो साले कुकुर हो प्रचण्ड यो लाई यो भासण गर्दा अलि कति पनि लाज लाग्दैन हुनु त बेस्यालय को मालिक भए के को लाज हुन्छ र ।,0,youtube,"If this dog is so great, it is not ashamed to be a bit ashamed to bark at it, then it is a shame to own a brothel.","यदि यो कुकुर यति ठूलो छ भने, यो कुकुरलाई लडाइँ गर्न पनि केही लाज लाग्दैन, तब वेश्यालयको मालिक हुनु पनि लाजमर्दो हुन्छ।"
yt_391,निर्दोष शालिकराम लाई मारेर निडर सहासिक जनता को हिरो रबि लामिछाने लाई फसाउने षड्यन्त्र हुदैछ सत्य तथ्य बाहिर अाउनु पर्छ र शालिकराम र रबि ले न्याय पाउनै पर्छ वास्तविक हत्यारा पत्ता लगाउनै पर्छ ।,0,youtube,"If the plot to assassinate the innocent Shalykram and ensnare the fearless and courageous public into the hands of the hero Rabbi Lamichane is to be carried out, the truth must be revealed, and Shalykram and Rabbi must be brought to justice and the real killer must be found.","यदि निर्दोष शालिक्रमको हत्या गर्ने र निर्भय र साहसी जनतालाई नायक रब्बी लामिछानेको हातमा फसाउने षड्यन्त्र पूरा गर्न चाहियो भने सत्य प्रकट हुनुपर्दछ, शालिक्रम र रब्बीलाई न्यायको सामु ल्याउनुपर्दछ र वास्तविक हत्यारा भेटिनुपर्दछ।"
yt_610,जुन देश मा पानी खान नपाए र जनता मरदैछन् याे परमाणु बम बनाउने संविधान बिधेक पास गरिस साला झनडु नेता हरु अमिरिका ले नेपाल बाट सबै समपति लुटेर लानछ अनि नेपाल लाई अफरिका बनाउछ अनि नेपाली जनता ले भात हाेईन् गाेलि खानु ।,0,youtube,The country that has not found water and people are dying or the constitution that makes the atomic bomb has passed a bill that the leaders of the Nando people are going to steal all the property from Nepal and make Nepal Africa and the Nepalese people eat their own food.,पानी नपाएको देश र मानिसहरु मर्दैछन् वा परमाणु बम बनाउने संविधानले नन्दो जनताका नेताहरुले नेपालको सबै सम्पत्ति चोर्न र नेपाल अफ्रिका र नेपाली जनतालाई आफ्नै खाना खान गराउन चाहेको विधेयक पारित गरेको छ ।
yt_1117,बिप्लव पनिं के हेरेर बसेछः नठोकेर ।,0,youtube,The blind man is looking at the other man: he is not looking.,अन्धा मानिसले अर्को मानिसलाई हेरिरहेको छ; उसले देखिरहेको छैन।
yt_1011,समय आए पछि सबै भ्रष्ट नेता हरु मर्नेछन ।,1,youtube,"In time, all corrupt leaders will die.",समयसँगै सबै भ्रष्ट नेताहरू मर्नेछन्।
yt_657,यिनै राडिकाछोरा हरु ले गर्दा देश बिकास हुन नसके को हो ।,1,youtube,"If these children were to be taken away, the country would not have developed.","यदि यी बच्चाहरूलाई लगियो भने, देश विकसित हुने थिएन।"
yt_1355,तेरी मा सुड्डो अन्तरवार्ता दिन आए पछि आलोचना मात्रै गरेर हुदैन विकल्प र समाधान को उपाय खोइ दिन सके को अन्तरवार्ता भने को तार्किक निचोड दिन सक्ने हुनुपर्छ ।,0,youtube,"Your mother sued not only criticize the interview after the day comes, but also lose the option and the solution to the problem.","तपाईंको आमाले मुद्दा चलाएकी थिइन् कि उनी दिनभर अन्तर्वार्ताको आलोचना मात्र गर्दैनन्, तर समस्याको विकल्प र समाधान पनि गुमाउँछन्।"
yt_145,काङ्रेस चोर हो उधोग नदि नाला सक्यो कम्निस्ट डाका ज्यान मारा कर उठायो भन्सार उठायो खायो येहि रछ बिकास ।,1,youtube,"Congress was a thief, and the Udhog River was a river, a communist postman who had been killed and raised up by the customs, and had eaten the same rocks.","कांग्रेस चोर थियो, उधोग नदी नदी थियो, कम्युनिष्ट डाकपाल जो भन्सारले मारेका थिए र उठाएका थिए, र ती नै चट्टानहरू खाएका थिए।"
yt_718,पुन्य गौतम ग्यानेन्द्र साहि को घटना मा नेकपा लाई आरोप लागे को भय रण्डि को बान किन तेरो पुलिस ले समाउदैन ।,1,youtube,The fear of the Necpa accusing Gautama Gyanendra Sahi of the incident does not include Ban Ki-moon to the police.,नेकपाले गौतम ज्ञानेन्द्र साहीलाई घटनाको अभियोग लगाउने डरले पुलिसलाई बान की मूनलाई समेट्न सक्दैन ।
yt_1055,धाेती सले चाेर खाते नेपाल अएर नेपाली चेलीबेटी लाई फासी गनुपछ बलात्कार लाई ।,1,youtube,A Dheti Sale Cher Account Nepal was founded by a Nepalese chelebiety who was hanged and raped.,नेपालको एक Dheti Sale Cher Account Nepal एक नेपाली चेलेबीटीले स्थापना गरेको थियो जसलाई फाँसीमा झुण्ड्याएर बलात्कार गरिएको थियो ।
yt_89,नेपाल मा सहकारी को नाम मा बैकँक को नाम मा खाली गरीव दुखी जन्ता लुटने काम मात्र छ कहिले सम्म होला यस्तो नेपाल मा ।,1,youtube,"In the name of a cooperative in Nepal, in the name of a bank, the looting of poor, unhappy animals is only ever happening in Nepal.","नेपालमा एउटा सहकारी संस्थाको नाममा, बैंकको नाममा गरीब, दुखी जनावरको लुटपाट नेपालमा मात्र हुँदैछ ।"
yt_1691,अाफ्नाे प्रगतीकाे बखान गरे भई गयाे नि ।,0,youtube,His progress has been described.,उनको प्रगति वर्णन गरिएको छ।
yt_869,साला सब ले मेयर साब कै पछि परेछ कसै ले त्यो पत्रकार को अन्तर बर्ता देखाउदै नत सोधेनन् एउटा भ्रष्टचारि को पर्दाफ़ाश गर्दा एति सासती र एति को जवाफ दिनुपर्ने मेयर साब ले थूईक नेपाल को पिते पात्रुकार र कुपात्रुकारिता 🤮 ।,0,youtube,"Everyone is following the mayor, nobody is interacting with the journalist, nobody is asking him how corrupt and unqualified he is to expose a corrupt person and how much he should answer the mayor, Mr. Le Thiek Nepal.","सबैले मेयरलाई पछ्याइरहेका छन्, कसैले पत्रकारसँग कुराकानी गरिरहेका छैनन्, कसैले पनि उनलाई भ्रष्टाचार गर्ने व्यक्तिको खुलासा गर्न कति भ्रष्ट र अयोग्य छ भनेर सोध्दै छैनन् र उनले मेयर ले टीक नेपाललाई कति जवाफ दिनुपर्छ भनेर सोध्दै छैनन्।"
yt_583,यो साबित्रे भालुनी लै बम दिदी बहिनि भालुनी ले पैशा ले किनेछ भालु हरु को बोली सुन्दा यो दिदी बैनी ले नै गरे को हो ।,1,youtube,"This proved that the bear would buy money from the bombing of the bear's sister, who had been killed by the bear's voice.",यसले साबित गर्यो कि भालुले भालुको आवाजले मारेको भालुको बहिनीको बमबारीबाट पैसा किनेको थियो।
yt_646,ऋषि धमला पार्टी को जुठो खाने भतुवा कुकुर हाे 100% थुक्क चाेर ।,0,youtube,The Rishi Dhamla Party's dog is 100% stumped.,ऋषि धमला पार्टीको कुकुर १००% stumped छ।
yt_1585,याे नेता हरू सबै चाेर छन् यस्ता सबै चाेर नेता हरू लाई देश निकला गरनुपरछ संविधान नमाने पहिलो पाटि नै ने क पा हाे ।,1,youtube,"These leaders are all the way out of the country, and the first step to ratifying the Constitution is to get them out.","यी नेताहरू देशबाट बाहिरै छन्, र संविधान अनुमोदनको पहिलो चरण भनेको तिनीहरूलाई बाहिर निकाल्नु हो।"
yt_1402,सबै जनता ले मेघा अान्दोलन गरि रवि लामिछाने दाई लाई पापि हरू को खोर बाट बाहिर निकालौ समय यहि हो ।,0,youtube,"It is time for all the people to bring out the sinners from the pit of Megha Andolan, the poor Ravi Lamichhane Dai.","यो सबै मानिसहरूका लागि पाप गर्नेहरूलाई मेघा आण्डोलनको गड्ढाबाट, गरिब रवि लामिछाने डाईलाई बाहिर निकाल्ने समय हो।"
yt_280,बम्जन 100% गलत छ भन्ने जति हात ऊठाऔ ।,1,youtube,Raise your hand as high as 100% false.,आफ्नो हात १००% गलतको रूपमा माथि उठाउनुहोस्।
yt_1370,"अँ युवराज भाइ याे जिवनकाे भाेगाई हाे निरास नबन्नु रबि भाई लाई हेरेर अगाडि बड्नुहाेस , हिन्तावाेध ले मान्छे लाई कहिलै अगाडि बढाउदैन उल्टै सडाउछ गलाउछ मात्रै ।",0,youtube,"The younger brother or the life-long escape of the younger brother or the discouraged one, the rabbi brother, is the one who keeps on looking forward, the fear never moves the person forward, but only slanders and cheats.","कान्छो भाइ वा कान्छो भाइको जीवनभर भाग्ने वा निराश भाइ, रब्बी भाइ, त्यो हो जसले अगाडि हेर्दै राख्छ, डरले व्यक्तिलाई कहिल्यै अगाडि बढाउँदैन, तर केवल गाली र धोखा दिन्छ।"
yt_726,यो कुकुर को छाऊरो ले गलत भन्दैछ यो कुकुर भने को बेरोजगार झोले हो यस ले नेपाली को भलो चाहन्न है यस को कुरो मा सत्यता छैन ।,0,youtube,This dog is a dog that is unemployed and is not good for the Nepali.,यो कुकुर बेरोजगार कुकुर हो र नेपालीहरूको लागि राम्रो छैन।
yt_629,"रबि लाई पुलिस ले समातो रबि हत्यारा हो भन्दै खुब चम्कियो एउ टा नरपिसाच किसोर श्रेष्ठ भन्ने जन्तु , भिडियाे मिडिया मा फैलाउने पनि तेईहो भन्छन , तीन करोड जनता ले संखा गरे का छन त्यो जन्तु माथी बुदासैनि को हत्यारा तेइहो भनेर तेस लाई किन समातियेन ?",0,youtube,"Rabi was taken by the police as a murderer by Rabi, and the people who spread the videos to the media say they are the ones who killed the beast, why did not three million people count that beast as the killer of Budasani ?","रबीलाई प्रहरीले रबीले हत्याराको रूपमा लिएको थियो, र भिडियोहरू मिडियामा फैलाउने व्यक्तिहरूले यो जनावरको हत्या गर्नेहरू हुन् भनेर भन्छन्, किन तीन लाख मानिसहरूले त्यो जनावरलाई बुडासानीको हत्याराको रूपमा गणना गरेनन् ?"
yt_19,राजा ले तँ यस्तो भस्त्रचार तँ गरेकोे थिएन ।,0,youtube,The king had never committed such a fornication.,राजाले यस्तो व्यभिचार कहिल्यै गरेका थिएनन्।
yt_1569,लौ न सर अब त ढिला भैसक्यो छिट्टै प्रधानमन्त्री को लागि लड्नु पर्यो बनाउने जिम् मा हाम्रो को को सहमत छौ ️ ️ ️ ।,0,youtube,"No sir, it's too late now, and soon you'll have to fight for the Prime Minister to make Jim agree with us ️ ️ ️ ️ ️.","होइन, सर, अहिले धेरै ढिलो भएको छ, र चाँडै तपाईंले प्रधानमन्त्रीको लागि लड्नुपर्नेछ ताकि जिम हामीसँग सहमत हुन सक्दछन् ️ ️ ️ ️ ️ ️ ️ ️ ️।"
yt_1131,के अब नेपाल को पुलिस ले देस मा आतंक फैलाउने सत्रु लाई फुल्माला ले स्वागत गर्ने ?,1,youtube,Will Nepal now be welcomed with a full welcome by the police to the country's terror-spreading enemy ?,के नेपाललाई अब देशको आतंक फैलाउने शत्रुलाई पुलिसले पूर्ण स्वागत गर्ने छ ?
yt_487,"रवि दाई पृथ्वी को सतह हुन , तिन करोड नेपाली ozone layer हुन किशोर श्रेष्ठ , इसा श्रेष्ठ , online khaber जस्ता केही हरु : CFCs ( chlorofluorocarbons ) बुझ्ने ले like ठोक्नु ।",0,youtube,"Ravi said the Earth is a surface, three million Nepalese ozone layers are younger than the Earth, and so is the Internet.","रविले भने, 'पृथ्वी सतह हो, तीन करोड नेपाली ओजोन तहहरू पृथ्वीभन्दा कान्छो छन्, इन्टरनेट पनि त्यस्तै छ ।"
yt_360,यो झोले लाई डा. सुरेन्द्र केसी सॅग राखेर के गर्या हो ।,1,youtube,This bag is made by Dr. Surendra Keshi Saag.,यो झोला डा. सुरेन्द्र केशी सागले बनाएको हो ।
yt_1268,पहिले कुलमान सर लाइ उज्यालो नेपाल को लागि धन्यबाद भनेर कुरा सुरु गरम पत्रकार दाजु ।,0,youtube,The first-time Chancellor Sir Li Ujjayalo started by saying thank you to Nepal for the warm journalists.,पहिलो पटक चान्सलर बनेका सर ली उज्जयालले नेपाललाई पत्रकारिताको लागि धन्यवाद दिन थाले ।
yt_338,बाघ लाई सिंह बन्न बाध्य बनाउने भ्रस्टाचार नेता र झोले कार्यकर्ता लाई पनि धन्यवाद ॥,1,youtube,"I also thank the corruption leader and the bag workers who forced Tiger Lai to become a lion"".",म भ्रष्टाचारको नेता र झोलाका कामदारहरूलाई पनि धन्यवाद दिन चाहन्छु जसले टाइगर लाईलाई सिंह बन्न बाध्य तुल्याए।
